COUNT(*)	SUM(MLENGTH)	SUM(MBYTES)	SCOPE	TRUNC(MEOL_AT,'MM')
590	53845	35356232690	data09_900GeV	2010-12-01 00:00:00.0
921	145215	52758392721490	valid1	2018-01-01 00:00:00.0
262	262	69553257628	data15_comm	2025-07-01 00:00:00.0
570	570	95367740296	data10_7TeV	2020-02-01 00:00:00.0
174	12910	14518499135296	data10_cos	2108-10-01 00:00:00.0
24	53	1712540244	data10_7TeV	2011-03-01 00:00:00.0
63	335	12801451464	data10_7TeV	2012-04-01 00:00:00.0
57	1601	1876851817804	data10_comm	2109-05-01 00:00:00.0
33	15154	1052309929196	data09_muoncomm	2107-10-01 00:00:00.0
30	399	231877931684	data09_idcomm	2107-12-01 00:00:00.0
83	7990	66340886139	data08_cosmag	2008-12-01 00:00:00.0
102	1782	319049185128	data09_muoncomm	2108-03-01 00:00:00.0
38	188	14195141235	data09_cos	2011-07-01 00:00:00.0
12	1437	22985042583	data09_idcomm	2019-05-01 00:00:00.0
25	6882	1514708949262	data16_cos	2018-08-01 00:00:00.0
103	54904	91076376500403	data15_hi	2018-01-01 00:00:00.0
92	4597	16318014769930	data10_7TeV	2015-08-01 00:00:00.0
76	84	5011334480	data15_cos	2018-05-01 00:00:00.0
42	3947	819625372451	data15_5TeV	2016-07-01 00:00:00.0
403	86864	65979523328803	valid1	2017-06-01 00:00:00.0
608	162491	173971924716968	data09_900GeV	2108-06-01 00:00:00.0
112	112	40078220	data09_1beam	2014-10-01 00:00:00.0
808	48261	33131178288685	data16_comm	2018-04-01 00:00:00.0
44	117	5183330179	data09_900GeV	2011-05-01 00:00:00.0
20	92	3539803328	data10_cos	2012-03-01 00:00:00.0
20	20	2660328573	data10_900GeV	2020-02-01 00:00:00.0
64	290682	1539767014043	mc15_8TeV	2016-08-01 00:00:00.0
48	48	15064862952	data15_cos	2025-08-01 00:00:00.0
121	45087	1073188280363	mc15_5TeV	2019-07-01 00:00:00.0
674	2426	1761863788292	data15_calib	2114-01-01 00:00:00.0
191	194913	24744233092058	data15_13TeV	2016-01-01 00:00:00.0
195	82841	913917209785	data15_13TeV	2021-05-01 00:00:00.0
104	220305	158261881579395	data10_hi	2016-06-01 00:00:00.0
73	710	12040719625	data10_hi	2019-10-01 00:00:00.0
80	3486	582345224527	data16_comm	2018-06-01 00:00:00.0
96	1254934	796702869346	mc15_8TeV	2019-05-01 00:00:00.0
109	23027	12240370642726	data16_comm	2016-04-01 00:00:00.0
119	15435	28605020379103	mc14_13TeV	2016-06-01 00:00:00.0
40	6373	299803695402	data12_8TeV	2025-09-01 00:00:00.0
594	88546	10488470969861	mc11_7TeV	2016-08-01 00:00:00.0
137	267805	120197053901851	mc11_7TeV	2016-01-01 00:00:00.0
233	111666	135678079726364	mc15_5TeV	2017-05-01 00:00:00.0
36	2800	1505390125966	valid2	2018-02-01 00:00:00.0
167	796868	14412899555440	mc12_14TeV	2017-09-01 00:00:00.0
485	90490	24360401516092	valid1	2016-06-01 00:00:00.0
48	366071	3883997273960	data15_13TeV	2019-07-01 00:00:00.0
256	1151920	27618753456968	mc15_8TeV	2018-08-01 00:00:00.0
390	39307	101943429165847	data12_8TeV	2016-10-01 00:00:00.0
48	9326	2850567209	data11_7TeV	2016-11-01 00:00:00.0
693	8146	6211978817504	data12_calib	2111-04-01 00:00:00.0
52	52	15810609820	sit	2015-10-01 00:00:00.0
136	29599	6019433068859	valid1	2018-07-01 00:00:00.0
133	92235	397502209486	data15_5TeV	2016-08-01 00:00:00.0
716	6862	6059388631924	data12_calib	2111-02-01 00:00:00.0
666	6169	5426433806832	data12_calib	2111-01-01 00:00:00.0
79	512296	2590459360867	mc12_8TeV	2019-02-01 00:00:00.0
8	16800	8604580024665	mc12_5TeV	2015-01-01 00:00:00.0
255	60800	1244294271335	data12_8TeV	2025-01-01 00:00:00.0
1659	476757	453519414465296	data11_7TeV	2109-11-01 00:00:00.0
8	820	43925268476	mc12_2TeV	2018-04-01 00:00:00.0
40	8404	622681823536	mc12_5TeV	2018-04-01 00:00:00.0
64	9310	1749940102326	valid2	2018-07-01 00:00:00.0
8	1957	101350626121	data16_comm	2016-03-01 00:00:00.0
228	62528	3838550474321	data15_hi	2026-02-01 00:00:00.0
85	12115	20119354764372	data11_900GeV	2109-09-01 00:00:00.0
32	412	129285783024	data11_larcomm	2109-12-01 00:00:00.0
383	65145	70094129825704	data11_7TeV	2109-09-01 00:00:00.0
45	563	34250230506	data11_2p76TeV	2016-02-01 00:00:00.0
88	9402	7749221680904	data11_comm	2109-11-01 00:00:00.0
17	201	19410187790	data11_cvalid	2021-02-01 00:00:00.0
1169	20979	59337013015542	data11_7TeV	2015-11-01 00:00:00.0
798	798	168486583726	data11_7TeV	2021-04-01 00:00:00.0
42	42	2521838468	data12_8TeV	2022-01-01 00:00:00.0
104	104	8584134885	data11_cos	2021-07-01 00:00:00.0
230	1936	137458974055	data11_7TeV	2013-09-01 00:00:00.0
23	23	2020366558	data11_comm	2021-05-01 00:00:00.0
1029	82716	6589401469479	data12_8TeV	2017-09-01 00:00:00.0
23	7296	14241737350260	data12_8TeV	2015-08-01 00:00:00.0
66	46076	15317064160388	data12_cos	2111-06-01 00:00:00.0
41	11167	10478573837036	data12_comm	2111-07-01 00:00:00.0
123	8446	2565687479248	data13_comm	2111-08-01 00:00:00.0
15	4688	1914443285360	data13_8TeV	2111-08-01 00:00:00.0
12	51	47368286840	data13_comm	2111-12-01 00:00:00.0
312	1398	966219295892	data13_calib	2111-09-01 00:00:00.0
116	595	370865997944	data13_calib	2112-01-01 00:00:00.0
76	11142	5817782415183	data12_8TeV	2015-07-01 00:00:00.0
1198	193097	10303605349019	data12_8TeV	2023-05-01 00:00:00.0
12	5079	1046330596210	data12_8TeV	2015-01-01 00:00:00.0
503	138659	131340687511	data13_hip	2019-09-01 00:00:00.0
127	5476	4721063889844	data14_cos	2019-09-01 00:00:00.0
6	12871	8728033979588	data12_hip	2016-08-01 00:00:00.0
92	427	267478046188	data14_calib	2113-04-01 00:00:00.0
48	20028	32319017883146	mc12_7TeV	2015-07-01 00:00:00.0
202	168209	11459419955410	mc12_14TeV	2016-09-01 00:00:00.0
79	77485	31669661222574	mc12_14TeV	2015-01-01 00:00:00.0
125	58729	52009681929217	mc12_14TeV	2015-03-01 00:00:00.0
20	19000	2118955751014	mc12_5TeV	2017-04-01 00:00:00.0
8	35914	108968570286	mc12_7TeV	2017-03-01 00:00:00.0
67	1742	120309128256	mc15_14TeV	2019-01-01 00:00:00.0
40	184916	1102989300645	mc12_13TeV	2017-05-01 00:00:00.0
71	571143	268037123400676	mc15_5TeV	2016-09-01 00:00:00.0
40	252610	4599933296914	mc15_5TeV	2016-07-01 00:00:00.0
103	1371	25122966685	data15_comm	2025-10-01 00:00:00.0
70	168567	333950289287553	data15_13TeV	2018-04-01 00:00:00.0
49	201234	1650692454383	mc12_8TeV	2018-09-01 00:00:00.0
28	16608	500300250724	mc15_5TeV	2018-07-01 00:00:00.0
120	13644	7158135834792	data16_cos	2115-02-01 00:00:00.0
242	156555	307580295619705	data15_5TeV	2017-11-01 00:00:00.0
35	810	1328574728008	mc12_8TeV	2014-02-01 00:00:00.0
56	154	24285501814	ddo	2011-05-01 00:00:00.0
204	204	10333062558	group.proj-sit	2011-06-01 00:00:00.0
66	66	38461200582	sit	2014-07-01 00:00:00.0
192	192	107234964984	group.proj-sit	2010-10-01 00:00:00.0
40	40	15354226788	sit	2014-10-01 00:00:00.0
24	24	30713808060	group.proj-sit	2008-11-01 00:00:00.0
130	130	160146117641	ddo	2015-07-01 00:00:00.0
51	51	33785700447	group.proj-sit	2012-09-01 00:00:00.0
29	44	17416091837	ddo	2011-10-01 00:00:00.0
27	55	1177388878	cond12_data	2014-10-01 00:00:00.0
14	14	8610206486	ddo	2014-05-01 00:00:00.0
10	43284	36639312080131	mc12_14TeV	2014-04-01 00:00:00.0
107	1457	161649483822	ddo	2011-08-01 00:00:00.0
67	67	35530609419	ddo	2012-12-01 00:00:00.0
50	50	27582021170	sit	2016-01-01 00:00:00.0
21	5673	2750261685840	mc12_8TeV	2015-04-01 00:00:00.0
16	18388	6475076335823	mc15_5TeV	2016-06-01 00:00:00.0
140	18620	23568285694548	data14_cos	2113-07-01 00:00:00.0
47	744648	31518604015844	mc12_14TeV	2018-01-01 00:00:00.0
2	2	279636	data08_cos	2013-07-01 00:00:00.0
2	11480	1155971962	data10_hi	2019-04-01 00:00:00.0
23	1292	1045689431012	valid1	2015-04-01 00:00:00.0
9	9	78037168	data08_calocomm	2018-10-01 00:00:00.0
8	160	143017732	mc11_2TeV	2018-09-01 00:00:00.0
7	7	726334	data09_idcomm	2014-04-01 00:00:00.0
2	2	59693259	data08_cosmag	2010-07-01 00:00:00.0
14	14	55041244	data09_idcomm	2014-08-01 00:00:00.0
6	57995	23337569226096	data11_hi	2114-06-01 00:00:00.0
59	5745	7702786227970	mc12_8TeV	2015-01-01 00:00:00.0
27	2573	2839991051668	mc14_8TeV	2016-11-01 00:00:00.0
56	9770	369888910698	mc12_8TeV	2019-03-01 00:00:00.0
30	30	1354612464	data11_calib	2110-10-01 00:00:00.0
23	9192	4132592112	mc15_14TeV	2018-05-01 00:00:00.0
52	3161	910682208417	valid3	2017-08-01 00:00:00.0
38	77812	133254958098584	data10_hi	2113-01-01 00:00:00.0
1	10	343787109	mc11_valid	2015-08-01 00:00:00.0
4	4	163188008	data11_comm	2020-12-01 00:00:00.0
12	157	1988547000	data11_comm	2016-03-01 00:00:00.0
31	31	3102251536	data11_cos	2021-09-01 00:00:00.0
30	78	6947116779	data11_comm	2016-06-01 00:00:00.0
7	1757	3918396143223	data12_8TeV	2016-12-01 00:00:00.0
6	6790	4086707783008	data12_larcomm	2111-05-01 00:00:00.0
13	13444	4845188923299	data12_8TeV	2016-02-01 00:00:00.0
39	7510	5541116128536	data11_hi	2110-05-01 00:00:00.0
30	10047	32151309869	data12_8TeV	2024-09-01 00:00:00.0
69	5602	233955097812	data_test	2114-12-01 00:00:00.0
11	165	4883785401	ddo	2009-08-01 00:00:00.0
2	24	43413679528	data09_cvalid	2108-01-01 00:00:00.0
48	552000	79426598626072	mc11_7TeV	2018-05-01 00:00:00.0
14	14	9855465676	ddo	2016-08-01 00:00:00.0
56	56	56780915674	ddo	2015-03-01 00:00:00.0
14	14	11134377534	ddo	2013-08-01 00:00:00.0
3	591	200892339050	valid1	2015-11-01 00:00:00.0
6	9561	4097727154319	mc12_5TeV	2015-10-01 00:00:00.0
5	4394	6766445700869	valid2	2015-12-01 00:00:00.0
8	11562	1022346388365	data10_hi	2020-12-01 00:00:00.0
6	2968	52457512367	data15_cos	2025-12-01 00:00:00.0
27	6987	4432975064361	mc15_valid	2017-01-01 00:00:00.0
6	6	614585202	data10_10TeV	2020-06-01 00:00:00.0
27	72	25915991220	data09_idcomm	2107-11-01 00:00:00.0
11	11	27146111	data08_1beammag	2014-02-01 00:00:00.0
57	1350	250470135738	data16_cos	2021-05-01 00:00:00.0
5	67	1424203044	data14_cos	2113-09-01 00:00:00.0
4	5832	20116894174348	mc14_13TeV	2017-01-01 00:00:00.0
24	819	164806441062	mc15_valid	2019-08-01 00:00:00.0
12	89992	729839393132	mc12_13TeV	2018-06-01 00:00:00.0
11	11171	3874206907276	mc12_7TeV	2016-09-01 00:00:00.0
14	14	8447434164	ddo	2009-05-01 00:00:00.0
1	41	34462992949	data12_8TeV	2013-07-01 00:00:00.0
17	17	110678580	data09_900GeV	2011-09-01 00:00:00.0
15	18	21312018	data08_cosmag	2010-04-01 00:00:00.0
4	4	474055	data09_idcomm	2014-10-01 00:00:00.0
10	25	4793738891	data10_7TeV	2024-01-01 00:00:00.0
3	24	44785331744	data11_comm	2109-08-01 00:00:00.0
14	42	5129278	cond12_data	2013-03-01 00:00:00.0
28	42	17835314	cond12_data	2012-08-01 00:00:00.0
28	98	50289246	cond12_data	2012-07-01 00:00:00.0
11	11	1137414672	data10_muoncomm	2019-12-01 00:00:00.0
1	45	56331538695	mc15_5TeV	2016-01-01 00:00:00.0
22	256	1765829516	data15_comm	2113-09-01 00:00:00.0
5	618	41410819907	data14_cos	2020-01-01 00:00:00.0
8	439	28450980	data08_1beammag	2014-03-01 00:00:00.0
17	1276	486314890624	data09_muoncomm	2108-05-01 00:00:00.0
2	264	12353654802	data12_8TeV	2013-09-01 00:00:00.0
8	2800	2515371130319	mc12_14TeV	2016-04-01 00:00:00.0
8	820	126975908188	mc14_8TeV	2018-01-01 00:00:00.0
3	3	62424723	sit	2013-11-01 00:00:00.0
2	0	0	trash	2012-11-01 00:00:00.0
8	800	104856624856	mc12_5TeV	2018-07-01 00:00:00.0
8	7374	108946251860	data15_13TeV	2018-12-01 00:00:00.0
3	0	0	trash	2011-12-01 00:00:00.0
5	1462	253324458161	valid1	2015-07-01 00:00:00.0
8	171	5351505789	data08_1beammag	2008-12-01 00:00:00.0
3	42	681724001	data08_idcomm	2010-03-01 00:00:00.0
6	9	25995915	data16_13TeV	2021-02-01 00:00:00.0
4	179	183634426953	mc11_valid	2016-10-01 00:00:00.0
6	1290	2016231392269	mc12_8TeV	2014-12-01 00:00:00.0
1	3	16771971	data08_1beammag	2010-06-01 00:00:00.0
5	5	1114850083	data09_muoncomm	2014-09-01 00:00:00.0
2	342	23123144786	data10_900GeV	2023-12-01 00:00:00.0
7	399	163091797574	mc15_valid	2017-07-01 00:00:00.0
4	34	159742056448	data13_hip	2017-05-01 00:00:00.0
3	137	1004690926	data12_8TeV	2019-01-01 00:00:00.0
4	19	26553726268	data15_calib	2114-08-01 00:00:00.0
2	5008	10743560473208	data08_cos	2108-01-01 00:00:00.0
1	570	531852535197	data10_7TeV	2017-01-01 00:00:00.0
3	3	15300570	data16_comm	2017-01-01 00:00:00.0
9	18	748474296	cond12_data	2016-10-01 00:00:00.0
5	5	249520336	data09_cos	2018-12-01 00:00:00.0
3	26	4663793185	data11_2p76TeV	2025-05-01 00:00:00.0
3	48	1223312347	valid3	2017-07-01 00:00:00.0
2	68	224401095800	data11_comm	2110-01-01 00:00:00.0
2	2	751819985	data13_hip	2026-06-01 00:00:00.0
1	12	32020054216	data10_cvalid	2109-11-01 00:00:00.0
7	7	813702	data09_muoncomm	2014-02-01 00:00:00.0
3	3	476745369	group.proj-sit	2009-08-01 00:00:00.0
3	3	82432607	data08_idcomm	2014-02-01 00:00:00.0
3	1226	955636794932	data11_cvalid	2110-01-01 00:00:00.0
1	4	138528292	data09_cvalid	2108-08-01 00:00:00.0
2	3346	7731426134907	data11_hi	2017-06-01 00:00:00.0
4	1193	42669842148	data11_2p76TeV	2026-05-01 00:00:00.0
3	17	9771122118	mc11_valid	2016-02-01 00:00:00.0
4	1138	32231091296	data15_900GeV	2017-08-01 00:00:00.0
2	40	5751190937	mc14_valid	2018-01-01 00:00:00.0
3	3	64224021	data11_7TeV	2013-05-01 00:00:00.0
1	40	130559592822	mc14_8TeV	2015-09-01 00:00:00.0
1	1	72915875	data12_comm	2022-04-01 00:00:00.0
2	212	8437993941	data14_cos	2019-12-01 00:00:00.0
1	1069	1931899900461	data10_hi	2017-04-01 00:00:00.0
6	6	368256321	data12_comm	2022-02-01 00:00:00.0
1	667	2839890400	data11_7TeV	2013-03-01 00:00:00.0
2	5	576347802	data10_comm	2012-07-01 00:00:00.0
2	969	3406403935677	data11_hi	2017-07-01 00:00:00.0
2	6792	473617854756	data12_cvalid	2017-11-01 00:00:00.0
2	202	471812329904	valid3	2016-01-01 00:00:00.0
1	20	33234926024	mc12_8TeV	2014-01-01 00:00:00.0
1	25	1563774930	data08_1beammag	2009-09-01 00:00:00.0
1	200	59597855156	valid3	2015-02-01 00:00:00.0
1	20	43115753343	mc10_7TeV	2015-10-01 00:00:00.0
38891	621528	71203845208046	mc12_8TeV	2016-07-01 00:00:00.0
30075	1623796	1266454296485835	data15_13TeV	2016-10-01 00:00:00.0
208	16251	24777150738192	data08_cosm6	2106-10-01 00:00:00.0
2908	5594747	325241890551614	mc15_13TeV	2018-12-01 00:00:00.0
710	2328	1632612183164	data16_calib	2114-10-01 00:00:00.0
560	2283	1583563208036	data15_calib	2113-11-01 00:00:00.0
36	76261	83215256114591	mc12_14TeV	2014-02-01 00:00:00.0
1104	125067	54068881124560	data16_cos	2018-03-01 00:00:00.0
861	73363	5860146252202	data15_13TeV	2020-07-01 00:00:00.0
2546	358448	43314079656808	data16_13TeV	2019-08-01 00:00:00.0
2499	996922	1504623388513140	data15_13TeV	2114-05-01 00:00:00.0
478	478	159740396218	data15_cos	2025-06-01 00:00:00.0
598	2602	2322016642032	data15_calib	2114-06-01 00:00:00.0
1841	730515	867214361390029	data15_13TeV	2017-08-01 00:00:00.0
1376	249427	10973177057903	data15_13TeV	2026-01-01 00:00:00.0
1462	517592	41647458097706	data15_13TeV	2025-10-01 00:00:00.0
610	74266	9231534588649	valid2	2017-03-01 00:00:00.0
1795	228865	316704945040388	data08_cosmag	2107-04-01 00:00:00.0
1353	183236	279011682376992	data08_cos	2107-04-01 00:00:00.0
67	67	31192837183	data10_hi	2021-03-01 00:00:00.0
883	4573	8060823407	data09_900GeV	2015-01-01 00:00:00.0
52	216072	2353754537688	mc12_8TeV	2018-10-01 00:00:00.0
346	3814	1174646324906	data15_cos	2020-06-01 00:00:00.0
547	218849	80567551154400	data15_13TeV	2018-05-01 00:00:00.0
1168	111694	27648657807	mc_evind	2016-09-01 00:00:00.0
1380	163508	34661972180736	data15_cos	2114-01-01 00:00:00.0
136	9680	83697764164	data15_1beam	2020-03-01 00:00:00.0
2597	12288	201834209064	data_evind	2016-08-01 00:00:00.0
7217	94004	65910982151698	data15_13TeV	2016-05-01 00:00:00.0
337	576466	56026679794755	mc15_14TeV	2016-12-01 00:00:00.0
126	10033	19415277157461	data15_comm	2016-05-01 00:00:00.0
208	29670	33575063931368	data10_cos	2108-08-01 00:00:00.0
914	915	78340700695	data10_cos	2019-12-01 00:00:00.0
361	685	86530440009	data09_900GeV	2020-09-01 00:00:00.0
66	67	206597532	data10_calocomm	2015-01-01 00:00:00.0
39	12918	700234518748	data10_muoncomm	2108-08-01 00:00:00.0
44	1187	66842593079	data09_2TeV	2020-03-01 00:00:00.0
1923	102557	7261285427939	data10_7TeV	2020-03-01 00:00:00.0
318	318	1176258411	data10_900GeV	2015-04-01 00:00:00.0
541	541	4179184843	data10_7TeV	2015-04-01 00:00:00.0
124	44008	67977691109585	data10_7TeV	2016-06-01 00:00:00.0
88	162	27823494337	data10_900GeV	2020-09-01 00:00:00.0
319	256833	3571993954290	mc11_7TeV	2016-06-01 00:00:00.0
173	1470	118614087814	data15_5TeV	2016-09-01 00:00:00.0
119	29930	11241349828654	mc12_14TeV	2016-10-01 00:00:00.0
424	1304973	268969430256578	data15_13TeV	2018-07-01 00:00:00.0
508	123270	183225294644954	data16_13TeV	2018-04-01 00:00:00.0
297	43614	64619954647747	data12_8TeV	2016-06-01 00:00:00.0
225	225	23442848012	data10_cos	2020-01-01 00:00:00.0
116	12260	11899321257944	data10_1beam	2108-09-01 00:00:00.0
144	144	1084417462	data10_cos	2015-02-01 00:00:00.0
557	9170	342607667835	data10_7TeV	2020-04-01 00:00:00.0
32	227	30998946865	data10_7TeV	2011-07-01 00:00:00.0
760	760	140612576869	data10_7TeV	2020-06-01 00:00:00.0
728	3517	2259812692452	data10_calib	2109-03-01 00:00:00.0
96	96	2240979436	data09_calocomm	2019-03-01 00:00:00.0
556	20505	30007025664580	data09_cos	2107-11-01 00:00:00.0
202	14191	29766043205372	data09_calocomm	2107-11-01 00:00:00.0
226	226	17240755906	data08_cosmag	2018-09-01 00:00:00.0
422	16894	30953384001464	data09_cos	2107-12-01 00:00:00.0
164	5438	8615647515744	data09_calophys	2108-03-01 00:00:00.0
7	1817	438666378054	data15_comm	2016-04-01 00:00:00.0
534	1567	2329887061	data09_900GeV	2014-11-01 00:00:00.0
94	147	11316977562	data09_1beam	2019-11-01 00:00:00.0
124	15853	18848149690784	data10_900GeV	2108-10-01 00:00:00.0
1561	77435	3805779944386	data10_7TeV	2020-08-01 00:00:00.0
52	52	5080066457	data10_comm	2020-09-01 00:00:00.0
311	21695	16243365126988	data10_comm	2109-04-01 00:00:00.0
821	3413	2001849432888	data09_calib	2108-05-01 00:00:00.0
189	189	16219149621	data09_calophys	2019-08-01 00:00:00.0
2421	299239	582035805746440	data09_cos	2108-05-01 00:00:00.0
70	2793	3147304196	data09_cos	2010-11-01 00:00:00.0
21	21	2147737056	data09_cos	2014-08-01 00:00:00.0
30	30	606445339	data09_idcomm	2019-06-01 00:00:00.0
43	8552	1384440714640	data08_calocomm	2107-06-01 00:00:00.0
18	1216	94284329776	data15_900GeV	2114-03-01 00:00:00.0
675	32247	1305674710748	data12_8TeV	2018-06-01 00:00:00.0
10	258	43353933592	data10_hi	2109-07-01 00:00:00.0
75	559874	10774308398698	mc12_5TeV	2014-12-01 00:00:00.0
22	6174	40015217054	mc15_13TeV	2015-08-01 00:00:00.0
564	105153	130544523681400	data09_900GeV	2108-07-01 00:00:00.0
93	6254	181637348	data09_1beam	2010-12-01 00:00:00.0
1277	256688	360527405691352	data09_cos	2108-06-01 00:00:00.0
82	283681	76082999688212	mc15_5TeV	2017-04-01 00:00:00.0
38	38	59202441	data10_1beam	2015-04-01 00:00:00.0
442	174181	16960352581760	data16_cos	2018-02-01 00:00:00.0
37	23524	29844455743316	data11_hi	2016-12-01 00:00:00.0
126	2431	24971202909	data10_7TeV	2019-04-01 00:00:00.0
53	193360	19665085703	data10_hi	2019-05-01 00:00:00.0
116	156630	175001980521117	data10_hi	2016-10-01 00:00:00.0
122	61775	59542398623925	mc12_14TeV	2016-01-01 00:00:00.0
262	67796	10614675501387	valid2	2018-04-01 00:00:00.0
219	19955	1780076847707	data16_comm	2018-03-01 00:00:00.0
2482	1371829	119307761423768	mc12_8TeV	2016-08-01 00:00:00.0
398	120261	19452928413935	valid1	2015-02-01 00:00:00.0
1882	14956	42152624657863	data12_8TeV	2015-11-01 00:00:00.0
94	328	11821801312	data15_13TeV	2114-10-01 00:00:00.0
132	2733	397062166455	data16_cos	2021-03-01 00:00:00.0
2775	671616	464240010079136	data11_7TeV	2110-04-01 00:00:00.0
100	50000	16592070487340	data12_8TeV	2112-09-01 00:00:00.0
2606	1401175	838385166528552	data12_8TeV	2110-12-01 00:00:00.0
20	10000	70608393360	mc11_7TeV	2019-01-01 00:00:00.0
150	4659	1748548090962	data16_cos	2021-01-01 00:00:00.0
16	12511	64539922586	mc12_2TeV	2017-12-01 00:00:00.0
44	36763	4262296868086	data15_comm	2015-11-01 00:00:00.0
86	86	59319160210	sit	2016-05-01 00:00:00.0
60	56	11497073500	sit	2015-05-01 00:00:00.0
70	10979	16839614046935	data16_comm	2016-07-01 00:00:00.0
168	4437	3624554960601	data15_cos	2020-08-01 00:00:00.0
367	26495	27910973254012	data14_cos	2113-04-01 00:00:00.0
70	53282	9096008933762	data15_hi	2016-03-01 00:00:00.0
19	7664	14278049340556	data11_cos	2109-10-01 00:00:00.0
195	195	28234278167	data11_comm	2021-02-01 00:00:00.0
35	35	5024237914	data11_2p76TeV	2021-01-01 00:00:00.0
1	8	718258067	data11_7TeV	2011-12-01 00:00:00.0
4928	513984	29312706954870	data11_7TeV	2021-06-01 00:00:00.0
620	7143	6457436597064	data11_calib	2110-03-01 00:00:00.0
595	249859	57656789591732	data11_hi	2016-11-01 00:00:00.0
10	81	19420214629	data11_cos	2013-11-01 00:00:00.0
258	1371	1166404386699	data11_7TeV	2012-10-01 00:00:00.0
32	1346	290122701884	data11_comm	2110-02-01 00:00:00.0
179	10110	3507362444372	data11_cos	2110-03-01 00:00:00.0
816	816	175593931214	data12_8TeV	2022-04-01 00:00:00.0
96	27705	10041883096012	data12_comm	2111-01-01 00:00:00.0
1	1	77801652	data12_muoncomm	2022-02-01 00:00:00.0
4	368	70119231676	data12_calocomm	2111-01-01 00:00:00.0
42	1427	4334220844716	data11_7TeV	2017-02-01 00:00:00.0
49	403	92017695634	data12_comm	2017-04-01 00:00:00.0
56	13503	7314656547716	data12_muoncomm	2110-11-01 00:00:00.0
56	56	3614354855	data12_comm	2022-08-01 00:00:00.0
3534	309168	16950308085713	data12_8TeV	2022-10-01 00:00:00.0
55	593	11164332261	data12_8TeV	2017-12-01 00:00:00.0
54	54	4852555373	data12_cos	2022-10-01 00:00:00.0
39	39	4418489571	data13_cos	2022-11-01 00:00:00.0
38	32245	8847699938559	data12_8TeV	2014-07-01 00:00:00.0
381	120095	94485684079980	data13_hip	2111-09-01 00:00:00.0
267	10342	83518845720	data12_8TeV	2018-03-01 00:00:00.0
372	8646	159639796270	data12_8TeV	2018-02-01 00:00:00.0
210	57834	16716975557096	data12_8TeV	2015-05-01 00:00:00.0
64	328	21575499919	data13_2p76TeV	2019-09-01 00:00:00.0
39	531	617380382791	data14_comm	2019-09-01 00:00:00.0
26	281	168308623196	data14_cos	2112-10-01 00:00:00.0
33	11797	18647341930715	data13_hip	2016-10-01 00:00:00.0
106	55421	14638704598317	mc15_14TeV	2016-07-01 00:00:00.0
36	3435	1345520077095	data15_cos	2017-10-01 00:00:00.0
57	30285	12816073064692	mc12_14TeV	2015-04-01 00:00:00.0
44	90944	45160295265640	mc12_5TeV	2017-02-01 00:00:00.0
156	366436	8297444733529	mc12_13TeV	2017-02-01 00:00:00.0
274	139898	15034444220426	mc12_13TeV	2017-07-01 00:00:00.0
101	15894	6090145698648	mc12_7TeV	2017-10-01 00:00:00.0
95	4133	2957654908990	data16_comm	2016-10-01 00:00:00.0
3	290	109006447457	mc12_valid	2016-01-01 00:00:00.0
65	22685	1084529244292	mc15_13TeV	2015-11-01 00:00:00.0
27	210	6660702237	data15_comm	2020-09-01 00:00:00.0
54	54	13239490410	sit	2015-08-01 00:00:00.0
36	36	19704964872	sit	2013-05-01 00:00:00.0
84	84	24964143160	sit	2015-02-01 00:00:00.0
172	63546	8264319894949	valid1	2014-12-01 00:00:00.0
100	856	100867268116	ddo	2010-04-01 00:00:00.0
196	882	423264801964	ddo	2011-03-01 00:00:00.0
88	13159	21135472726966	data12_8TeV	2016-11-01 00:00:00.0
14	42	3174206	cond12_data	2014-09-01 00:00:00.0
12	12	609983058	group.proj-sit	2011-08-01 00:00:00.0
14	14	7609312032	ddo	2016-07-01 00:00:00.0
87	3279	1303231153805	ddo	2010-10-01 00:00:00.0
182	196	101477464312	ddo	2013-01-01 00:00:00.0
14	14	11134240348	ddo	2016-01-01 00:00:00.0
70	84	42019142634	ddo	2012-07-01 00:00:00.0
42	490	9049264	cond11_data	2012-10-01 00:00:00.0
42	42	27311329668	ddo	2013-04-01 00:00:00.0
14	84	20062420	cond12_data	2013-08-01 00:00:00.0
43	2130	329845188308	ddo	2012-09-01 00:00:00.0
16	16	65871755490	ddo	2009-06-01 00:00:00.0
64	4171	5062705510204	data12_8TeV	2014-10-01 00:00:00.0
14	30714	456181715795	mc15_14TeV	2016-05-01 00:00:00.0
36	8800	398027232364	mc15_5TeV	2018-10-01 00:00:00.0
13	10205	9956487915885	mc12_14TeV	2014-01-01 00:00:00.0
100	2021	3385160383359	data16_comm	2018-07-01 00:00:00.0
26	26	1455483125	data10_muoncomm	2019-11-01 00:00:00.0
12	104	4081756579	data10_cos	2012-05-01 00:00:00.0
30	3533	11654302232533	data10_7TeV	2015-07-01 00:00:00.0
2	2	993399	data10_1beam	2011-02-01 00:00:00.0
9	485	303842178824	data16_13TeV	2017-07-01 00:00:00.0
49	10591	3083639509428	data10_cos	2109-03-01 00:00:00.0
18	57	297460617	data16_cos	2017-01-01 00:00:00.0
3	601	1398056939928	valid3	2015-12-01 00:00:00.0
28	23880	1015132613682	mc12_valid	2018-03-01 00:00:00.0
